URL;Portal
http://integrationsberichte.nrw.de;unknown
http://wahl.ulm.de;unknown
http://rohstofftransparenz.de;unknown
http://github.com;unknown
http://duesseldorf.de;unknown
http://ortenaukreis.de;unknown
http://geodaten.metropoleruhr.de;unknown
http://bib.bund.de;unknown
http://anliegen.bonn.de;unknown
http://www.geodaten1.aachen.de;unknown
http://sdw.ecb.europa.eu;unknown
http://svz-bw.de;unknown
http://moers.de;unknown
http://buergerservice.bremen.de;unknown
http://www.wfs.nrw.de;unknown
http://meerbusch.de;unknown
http://opendata.zitsh.de;unknown
http://opendata.kreis-viersen.de;unknown
http://bauumwelt.bremen.de;unknown
http://bundespolizei.de;unknown
http://mstatistik-muenchen.de;unknown
http://daten.aachen.de;ckan
http://energieatlas.berlin.de;unknown
http://erfurt.freifunk.net;unknown
http://zefys.staatsbibliothek-berlin.de;unknown
http://VBB.de;unknown
http://registry.gdi-de.org;unknown
http://lasv.brandenburg.de;unknown
http://produktcenter.bgr.de;unknown
http://geoservices.krzn.de;unknown
http://geoportal.wuppertal.de;unknown
http://gis.menden.de;unknown
http://www.infosis.uba.de;unknown
http://hvv.de;unknown
http://stadtentwicklung.berlin.de;unknown
http://mfw.baden-wuerttemberg.de;unknown
http://datenfragen.de;unknown
http://opendata.schleswig-holstein.de/;ckan
http://ww.tc-berlin-weissensee.de;unknown
https://offenedaten.kdvz-frechen.de;socrata
http://magdeburg.de;unknown
http://gis.kreis-soest.de;unknown
http://dip21.bundestag.de;unknown
http://gis.uba.de;unknown
http://gis.hochsauerlandkreis.de;unknown
http://gdws.wsv.bund.de;unknown
http://businesslocationcenter.de;unknown
http://geoportal-niederrhein.de;unknown
http://s3-eu-west-1.amazonaws.com;unknown
http://www.statistik-berlin-brandenburg.de;unknown
http://swb-konzern.de;unknown
http://vbb.de;unknown
http://geodienste-hamburg.de;unknown
http://downloads.dbpedia.org;unknown
http://www.bundesversicherungsamt.de;unknown
http://offenedaten-koeln.de;unknown
http://bdew.de;unknown
http://krefeld.de;unknown
http://bcp-bonn.de;unknown
http://services2.arcgis.com;arcgis
http://daten.rlp.de;ckan
http://lanuv.nrw.de;unknown
http://bundesregierung.de;unknown
http://daten.bmfsfj.de;unknown
http://download.geofabrik.de;unknown
http://offenedaten.de;ckan
http://opendata.freiburg.de;unknown
http://www.gis-rest.nrw.de;unknown
http://pub.uni-bielefeld.de;unknown
http://statistik.rlp.de;unknown
http://landesrecht.rlp.de;unknown
http://bonn.jetzt;unknown
http://achtet-auf-bruehl.de;unknown
http://gsi-berlin.info;unknown
http://www.geodatenzentrum.de;unknown
http://geodaten-mittenwalde.gdi-server.de;unknown
http://stadt-koeln.de;unknown
http://mittenwalde.de;unknown
http://bmel-statistik.de;unknown
http://opendata.potsdam.de;socrata
http://www.wahlergebnisse.nrw.de;unknown
http://service.bund.de;unknown
http://sevas.nrw.de;unknown
http://bmvi.de;unknown
http://fhh1.hamburg.de;unknown
http://geoshop.metropoleruhr.de;unknown
http://download.moers.de;unknown
http://www.bra.nrw.de;unknown
http://statistik-nord.de;unknown
http://gisdata.krzn.de;unknown
http://offenedaten.kdvz-frechen.de;unknown
http://bafza.de;unknown
http://region.statistik-nord.de;unknown
http://metaver.de;unknown
http://vhs-bonn.de;unknown
http://katalog-stadtarchiv.kiel.de;unknown
http://opendata.schleswig-holstein.de;ckan
http://badv.bund.de;unknown
http://ckan.govdata.de;ckan
http://vrsinfo.de;unknown
http://www.lzg.nrw.de;unknown
http://lds.sachsen.de;unknown
http://bonn-macht-mit.de;unknown
http://bafa.de;unknown
https://portal.mvp.bafin.de;unknown
http://info.data-run.info;unknown
http://opendata-duisburg.de;socrata
