Portal,Portalsoftware,DS,Roh_pro_DS,Titel_Länge,Beschreibung_DS,Beschreibung_DS_Anteil,Beschreibung_Länge,Kontakte_einz,Kontakte_valide_Anteil,DS_Kontakte_valide_Anteil,URL_einz,DS_URL,DS_URL_Anteil,DS_geo,DS_geo_Anteil,DS_Erstelldatum,DS_Erstelldatum_Anteil,Erstelldatum_Zeitspanne,DS_Updatedatum,DS_Updatedatum_Anteil,Updatedatum_Zeitspanne,Updatedatum_ung_Erstelldatum,Updatedatum_ung_Erstelldatum_Anteil,Tags,Tags_einz,DS_mit_Tags,DS_mit_Tags_Anteil,Tags_pro_DS_Durchschnitt,Gruppen,Gruppen_einzig,DS_mit_Gruppen,DS_mit_Gruppen_Anteil,Gruppen_pro_DS_Durchschnitt,Lizenzen_einz,Lizenzen_offen_Anteil,DS_mit_Lizenz,DS_mit_Lizenz_Anteil,DS_mit_Lizenz_offen,DS_mit_Lizenz_offen_Anteil,Roh,Link_intern_Anteil,online,online_Anteil,offline,offline_Anteil,Name_Anteil,Name_einz,Name_einz_Länge,DS_Name_einz_Anteil,valid_0,valid_0_Anteil,valid_1,valid_1_Anteil,valid_2,valid_2_Anteil,valid_3,valid_3_Anteil,valid_4,valid_4_Anteil,valid_5,valid_5_Anteil,Beschreibung_Roh,Beschreibung_Roh_Anteil,Beschreibung_Roh_Länge,Fehler_Durchschnitt,Fehler_pro_Roh_Durchschnitt,Dateityp_einzig,Dateityp_gegeben_Anteil,DateitypReal_gegeben_Anteil,DateitypReal_einzig_Roh_Durchschnitt,Roh_ML,Roh_ML_Anteil,Roh_offen,Roh_offen_Anteil,Roh_Erstelldatum,Roh_Erstelldatum_Anteil,Roh_Erstelldatum_Zeitspanne,Roh_Updatedatum,Roh_Updatedatum_Anteil,Roh_Updatedatum_Zeitspanne,Roh_Updatedatum_ung_Erstelldatum,Roh_Updatedatum_ung_Erstelldatum_Anteil,Roh_validierbar,Roh_validierbar_Anteil,Fehler_validierbar_Durchschnitt,Rohdaten_Fehler_Zelle,Rohdaten_Fehler_Zelle_Anteil,Rohdaten_Fehler_Reihe,Rohdaten_Fehler_Reihe_Anteil,Rohdaten_Fehler_Label,Rohdaten_Fehler_Label_Anteil,Fehler_Zelle,Fehler_Zelle_Anteil,Fehler_Reihe,Fehler_Reihe_Anteil,Fehler_Label,Fehler_Label_Anteil,Dateigröße_Durchschnitt,Dateigröße_min,Dateigröße_max,Dateigröße_Summe,gen_titel,gen_beschreibung,gen_tags,gen_geodaten,gen_metaValidität,gen_score,gen_gewScore,vollst_gewVollst,vollst_rohZelle,vollst_rohReihe,vollst_rohLabel,vollst_score,vollst_gewScore,akt_updates,akt_erstellt,akt_neueDaten,akt_alterDaten,akt_score,akt_gewScore,abr_linkOnline,abr_linkIntern,abr_score,abr_gewScore,off_dfML,off_dfOffen,off_lizenzOffen,off_score,off_gewScore,kon_autorValide,kon_verwalterValide,kon_score,kon_gewScore,rue_quelle,rue_score,rue_gewScore,val_rdLesbar,val_rdValide,val_score,val_gewScore,div_durchEndp,div_stdevEndp,div_durchDF,div_stdevDF,div_durchTags,div_stdevTags,div_anteilOrg,div_stdevOrg,div_score,div_gewScore,portalEbene_neueDaten,portalEbene_durchEndp,portalEbene_stdevEndp,portalEbene_durchDF,portalEbene_stdevDF,portalEbene_durchTags,portalEbene_stdevTags,portalEbene_anteilOrg,portalEbene_stdevOrg,portalEbene_linkOnline,portalEbene_score,metaEbene_metaValidität,metaEbene_geodaten,metaEbene_titel,metaEbene_beschreibung,metaEbene_tags,metaEbene_gewVollst,metaEbene_updates,metaEbene_erstellt,metaEbene_alterDaten,metaEbene_linkIntern,metaEbene_linkOnline,metaEbene_lizenzOffen,metaEbene_autorValide,metaEbene_verwalterValide,metaEbene_quelle,metaEbene_score,rohEbene_rohZelle,rohEbene_rohReihe,rohEbene_rohLabel,rohEbene_dfML,rohEbene_dfOffen,rohEbene_rdLesbar,rohEbene_rdValide,rohEbene_score
70,0,261,7.1226053639846745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.9961685823754789,0,0.5996168582375478,8.595785440613026,8.595785440613026,6.279885057471264,0.9878048780487805,0.7682926829268293,1,9.035982618446873,9.035982618446873,3,3,2,0.5670498084291188,8.567049808429118,5.996934865900382,8.961269499731038,0.9435180204410973,9.904787520172135,9.904787520172135,3.436256051640667,1.862291554599247,3.9846743295019156,9.28322193574183,7.426577548593464,4.990421455938697,5,9.990421455938698,2.9971264367816093,0,0,0.0,4.996505939902167,4.70649895178197,9.703004891684138,9.703004891684138,2,0,2,1,0,0,0,0,5,25,2,2,0,2,1,0,0,0,0,8.961269499731038,15.961269499731038,0.5996168582375478,0,4,3,0.9961685823754789,6.279885057471264,3,3,0.5670498084291188,0.9435180204410973,8.961269499731038,3.9846743295019156,4.990421455938697,5,0,45.32260361212615,0.9878048780487805,0.7682926829268293,1,3.436256051640667,1.862291554599247,4.996505939902167,4.70649895178197,17.75765005889966
72,0,40,4.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0.585,8.585,8.585,5.95,1,0.5,1,8.45,8.45,3,3,2,2,10,7.0,8.906735751295336,0.9585492227979274,9.865284974093264,9.865284974093264,3.606217616580311,1.9170984455958548,4,9.523316062176166,7.618652849740933,4.625,5,9.625,2.8874999999999997,0,0,0.0,5,4.912790697674419,9.912790697674419,9.912790697674419,2,0,0,1,0,1,0,0,4,20,2,2,0,0,1,0,1,0,0,8.906735751295336,14.906735751295336,0.585,0,4,3,1,5.95,3,3,2,0.9585492227979274,8.906735751295336,4,4.625,5,0,46.02528497409327,1,0.5,1,3.606217616580311,1.9170984455958548,5,4.912790697674419,17.936106759850585
73,0,71,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.9859154929577465,0,0.5112676056338028,8.497183098591549,8.497183098591549,6.216197183098592,0.75,0.75,0.75,8.466197183098592,8.466197183098592,3,3,2,0.028169014084507043,8.028169014084508,5.619718309859155,8.93661971830986,0.5492957746478874,9.485915492957748,9.485915492957748,2.1971830985915495,1.971830985915493,4,8.169014084507042,6.535211267605634,2.7816901408450705,5,7.78169014084507,2.334507042253521,0,0,0.0,5,4.662162162162162,9.662162162162161,9.662162162162161,2,1,0,1,0,0,0,0,4,20,2,2,1,0,1,0,0,0,0,8.93661971830986,14.93661971830986,0.5112676056338028,0,4,3,0.9859154929577465,6.216197183098592,3,3,0.028169014084507043,0.5492957746478874,8.93661971830986,4,2.7816901408450705,5,0,42.00915492957747,0.75,0.75,0.75,2.1971830985915495,1.971830985915493,5,4.662162162162162,16.081176246669205
74,0,705,2.580141843971631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0680851063829788,0.22127659574468084,0,0.3948936170212766,5.684255319148936,5.684255319148936,4.641843971631205,0.2518518518518518,1,0.9259259259259259,6.819621749408983,6.819621749408983,3,3,2,0.02269503546099291,8.022695035460993,5.615886524822694,8.960417811984607,0.8493677844969764,9.809785596481584,9.809785596481584,0.5585486531061022,0.31335898845519516,3.948936170212766,4.820843811774063,3.8566750494192505,4.808510638297872,4.780141843971631,9.588652482269502,2.8765957446808508,10,10,3.0,4.940944881889764,2.2244094488188977,7.165354330708661,7.165354330708661,2,1,0,1,0,1,1,0,6,30,2,2,1,0,1,0,1,1,0,8.960417811984607,16.960417811984605,0.3948936170212766,0,4,1.0680851063829788,0.22127659574468084,4.641843971631205,3,3,0.02269503546099291,0.8493677844969764,8.960417811984607,3.948936170212766,4.808510638297872,4.780141843971631,10,49.69616857520498,0.2518518518518518,1,0.9259259259259259,0.5585486531061022,0.31335898845519516,4.940944881889764,2.2244094488188977,10.215039750047737
75,0,41,3.6097560975609757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0.3439024390243902,8.34390243902439,8.34390243902439,6.282926829268293,1,1,0,8.282926829268293,8.282926829268293,3,3,2,0,8,5.6,8.93918918918919,0.9932432432432432,9.932432432432433,9.932432432432433,3.4864864864864864,1.972972972972973,4,9.45945945945946,7.567567567567568,5,2.8658536585365852,7.865853658536585,2.3597560975609753,10,10,3.0,5,3.0327868852459017,8.032786885245901,8.032786885245901,2,1,0,1,2,1,1,0,8,40,2,2,1,0,1,2,1,1,0,8.93918918918919,18.93918918918919,0.3439024390243902,0,4,3,1,6.282926829268293,3,3,0,0.9932432432432432,8.93918918918919,4,5,2.8658536585365852,10,52.4251153592617,1,1,0,3.4864864864864864,1.972972972972973,5,3.0327868852459017,15.49224634470536
77,0,8,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.875,0,0.5875,8.4625,8.4625,5.81875,1,1,1,8.81875,8.81875,3,3,2,2,10,7.0,9,0.47619047619047616,9.476190476190476,9.476190476190476,2.6666666666666665,1.9047619047619047,0,4.571428571428571,3.657142857142857,4.6875,5,9.6875,2.90625,0,0,0.0,5,3.888888888888889,8.88888888888889,8.88888888888889,2,1,0,1,0,1,0,0,5,25,2,2,1,0,1,0,1,0,0,9,16,0.5875,0,4,3,0.875,5.81875,3,3,2,0.47619047619047616,9,0,4.6875,5,0,41.444940476190474,1,1,1,2.6666666666666665,1.9047619047619047,5,3.888888888888889,16.46031746031746
78,0,1092,3.348901098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.9862637362637363,0.9807692307692307,0,0.3793956043956044,8.346428571428572,8.346428571428572,6.249358974358974,0.9186813186813186,0.6395604395604395,0.3274725274725275,8.135073260073261,8.135073260073261,3,3,2,1.205128205128205,9.205128205128204,6.443589743589743,8.138638228055784,0.051955154498222585,8.190593382554006,8.190593382554006,2.184304074377905,1.6997538966365873,2.5457875457875456,6.429845516802038,5.143876413441631,3.582875457875458,3.85989010989011,7.4427655677655675,2.23282967032967,10,10,3.0,4.996704021094265,3.3157547791694135,8.312458800263679,8.312458800263679,2,1,0,1,2,1,1,0,8,40,2,2,1,0,1,2,1,1,0,8.138638228055784,18.138638228055783,0.3793956043956044,0,4,2.9862637362637363,0.9807692307692307,6.249358974358974,3,3,1.205128205128205,0.051955154498222585,8.138638228055784,2.5457875457875456,3.582875457875458,3.85989010989011,10,49.98006224702287,0.9186813186813186,0.6395604395604395,0.3274725274725275,2.184304074377905,1.6997538966365873,4.996704021094265,3.3157547791694135,14.082231056992457
79,0,11292,1.3599893730074388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.980605738575983,0.9927382217499114,0,0.3093074743181013,8.282651434643997,8.282651434643997,6.6168039319872465,0.8762759047324467,0.05227343025054129,0.14939684503557069,7.6947501120058055,7.6947501120058055,3,3,2,1.9994686503719448,9.999468650371945,6.999628055260361,8.967181090056652,0.005534935208699616,8.97271602526535,8.97271602526535,1.3880315165722472,1.4485902194439018,3.9744952178533475,6.8111169538694964,5.448893563095598,3.4015232022670916,2.5281172511512575,5.929640453418349,1.7788921360255048,10,10,3.0,4.961955487920868,1.9117367319764125,6.87369221989728,6.87369221989728,0,1,0,1,2,0,0,0,4,20,2,0,1,0,1,2,0,0,0,8.967181090056652,14.967181090056652,0.3093074743181013,0,4,2.980605738575983,0.9927382217499114,6.6168039319872465,3,3,1.9994686503719448,0.005534935208699616,8.967181090056652,3.9744952178533475,3.4015232022670916,2.5281172511512575,10,51.77577571354024,0.8762759047324467,0.05227343025054129,0.14939684503557069,1.3880315165722472,1.4485902194439018,4.961955487920868,1.9117367319764125,10.788260135931989
80,0,108,5.018518518518518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.9907407407407407,0,0.5648148148148148,8.555555555555555,8.555555555555555,6.2837962962962965,0.975,0.1375,0.1125,7.508796296296296,7.508796296296296,3,3,2,0.7777777777777778,8.777777777777779,6.144444444444445,8.385608856088561,0.11992619926199262,8.505535055350554,8.505535055350554,1.1291512915129152,1.5940959409594095,3.3703703703703702,6.093617602842695,4.874894082274157,4.12037037037037,5,9.12037037037037,2.736111111111111,0,0,0.0,5,1.5546218487394958,6.554621848739496,6.554621848739496,2,1,0,1,0,1,0,0,5,25,2,2,1,0,1,0,1,0,0,8.385608856088561,15.385608856088561,0.5648148148148148,0,4,3,0.9907407407407407,6.2837962962962965,3,3,0.7777777777777778,0.11992619926199262,8.385608856088561,3.3703703703703702,4.12037037037037,5,0,42.61340542572093,0.975,0.1375,0.1125,1.1291512915129152,1.5940959409594095,5,1.5546218487394958,10.50286908121182
81,0,12,2.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.9166666666666666,0,0.3416666666666667,8.258333333333333,8.258333333333333,6.2125,1,0.5555555555555556,0.6666666666666666,8.434722222222222,8.434722222222222,3,3,2,0,8,5.6,9,1,10,10,3.230769230769231,1.1538461538461537,4,8.384615384615385,6.707692307692309,3.75,4.791666666666667,8.541666666666668,2.5625000000000004,10,10,3.0,5,2.619047619047619,7.619047619047619,7.619047619047619,2,1,0,1,2,1,1,1,9,45,2,2,1,0,1,2,1,1,1,9,20,0.3416666666666667,0,4,3,0.9166666666666666,6.2125,3,3,0,1,9,4,3.75,4.791666666666667,10,53.012499999999996,1,0.5555555555555556,0.6666666666666666,3.230769230769231,1.1538461538461537,5,2.619047619047619,14.225885225885225
87,0,77,5.9480519480519485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0.45194805194805193,9.451948051948053,9.451948051948053,6.3,0,0,0,6.3,6.3,3,3,2,0.8571428571428571,8.857142857142858,6.2,9,0.8318777292576419,9.831877729257641,9.831877729257641,2,1.6637554585152838,0,3.6637554585152836,2.931004366812227,3.1493506493506493,3.1493506493506493,6.298701298701299,1.8896103896103895,0,0,0.0,5,0,5,5,2,1,2,1,2,1,0,0,9,45,2,2,1,2,1,2,1,0,0,9,20,0.45194805194805193,1,4,3,1,6.3,3,3,0.8571428571428571,0.8318777292576419,9,0,3.1493506493506493,3.1493506493506493,0,38.739669937049854,0,0,0,2,1.6637554585152838,5,0,8.663755458515283
192,0,54,1.2407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0.5648148148148148,8.564814814814815,8.564814814814815,6.3,0.3333333333333333,0.6666666666666666,1,8.3,8.3,3,3,2,2,10,7.0,8.73134328358209,0.07462686567164178,8.805970149253731,8.805970149253731,0.7761194029850746,1.8208955223880596,3.925925925925926,6.52294085129906,5.218352681039248,4.814814814814815,4.675925925925926,9.49074074074074,2.847222222222222,10,10,3.0,5,2.2222222222222223,7.222222222222222,7.222222222222222,0,1,0,1,2,1,1,1,7,35,2,0,1,0,1,2,1,1,1,8.73134328358209,17.731343283582092,0.5648148148148148,0,4,3,1,6.3,3,3,2,0.07462686567164178,8.73134328358209,3.925925925925926,4.814814814814815,4.675925925925926,10,55.08745163073521,0.3333333333333333,0.6666666666666666,1,0.7761194029850746,1.8208955223880596,5,2.2222222222222223,11.819237147595356
198,0,91,6.637362637362638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.989010989010989,0,0.5879120879120879,8.576923076923077,8.576923076923077,6.288461538461538,0.9722222222222222,0.2777777777777778,0.2222222222222222,7.760683760683761,7.760683760683761,3,3,2,0.46153846153846156,8.461538461538462,5.9230769230769225,8.836092715231787,0.17549668874172186,9.01158940397351,9.01158940397351,1.3377483443708609,1.7119205298013245,4,7.049668874172186,5.639735099337749,4.697802197802198,5,9.697802197802197,2.909340659340659,0,0,0.0,5,3.6956521739130435,8.695652173913043,8.695652173913043,2,1,2,1,2,0,0,0,8,40,2,2,1,2,1,2,0,0,0,8.836092715231787,18.836092715231786,0.5879120879120879,0,4,3,0.989010989010989,6.288461538461538,3,3,0.46153846153846156,0.17549668874172186,8.836092715231787,4,4.697802197802198,5,0,44.03631467869878,0.9722222222222222,0.2777777777777778,0.2222222222222222,1.3377483443708609,1.7119205298013245,5,3.6956521739130435,13.217543270307452
199,0,949,2.0937829293993677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.9905163329820863,0.9757639620653319,0,0.47723919915700735,8.443519494204425,8.443519494204425,6.513171759747102,0.9565217391304348,0.6459627329192547,0.2505175983436853,8.366173830140477,8.366173830140477,3,3,2,0.2297154899894626,8.229715489989463,5.760800842992624,8.764469048817313,0.6205334675390035,9.385002516356316,9.385002516356316,2.673376950176145,1.7644690488173125,3.9915700737618547,8.429416072755313,6.743532858204251,4.475763962065332,4.478398314014752,8.954162276080083,2.686248682824025,10,10,3.0,4.991496598639456,2.699829931972789,7.691326530612245,7.691326530612245,2,1,0,1,2,0,1,0,7,35,2,2,1,0,1,2,0,1,0,8.764469048817313,17.76446904881731,0.47723919915700735,0,4,2.9905163329820863,0.9757639620653319,6.513171759747102,3,3,0.2297154899894626,0.6205334675390035,8.764469048817313,3.9915700737618547,4.475763962065332,4.478398314014752,10,53.51714161013925,0.9565217391304348,0.6459627329192547,0.2505175983436853,2.673376950176145,1.7644690488173125,4.991496598639456,2.699829931972789,13.982174599999077
201,0,225,9.857777777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0.4,8.4,8.4,6.65,0.13513513513513514,1,0.9864864864864865,8.771621621621621,8.771621621621621,3,3,2,0.12444444444444444,8.124444444444444,5.68711111111111,9,0,9,9,3.0802524797114517,1.2885482416591525,4,8.368800721370604,6.695040577096484,5,5,10,3.0,10,10,3.0,4.993646759847522,4.523506988564168,9.51715374841169,9.51715374841169,2,1,2,1,2,1,1,0,10,50,2,2,1,2,1,2,1,1,0,9,21,0.4,0,4,3,1,6.65,3,3,0.12444444444444444,0,9,4,5,5,10,54.17444444444445,0.13513513513513514,1,0.9864864864864865,3.0802524797114517,1.2885482416591525,4.993646759847522,4.523506988564168,16.007576091403916
204,0,166,1.4096385542168675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.963855421686747,0.9759036144578314,0,0.4066265060240964,8.346385542168674,8.346385542168674,6.548795180722891,1,1,0.5714285714285714,9.120223752151462,9.120223752151462,3,3,2,0.21686746987951808,8.216867469879517,5.751807228915662,9,0.9829059829059829,9.982905982905983,9.982905982905983,3.982905982905983,2,4,9.982905982905983,7.986324786324786,3.072289156626506,4.924698795180723,7.996987951807229,2.3990963855421685,10,10,3.0,5,4.824561403508772,9.824561403508772,9.824561403508772,0,1,0,1,0,0,1,0,3,15,2,0,1,0,1,0,0,1,0,9,14,0.4066265060240964,0,4,2.963855421686747,0.9759036144578314,6.548795180722891,3,3,0.21686746987951808,0.9829059829059829,9,4,3.072289156626506,4.924698795180723,10,53.091942127484295,1,1,0.5714285714285714,3.982905982905983,2,5,4.824561403508772,18.378895957843326
